KOD_POCZTOWY,ADRES,MIEJSCOWOSC,WOJEWODZTWO,POWIAT
41400,ul. Huta Amalii,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Huta Rozalii,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Irysów,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Jabłoniowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Jagiellońska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,"ul. Janowska od 2 do 28, od 1 do 29",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Jasińskiego Pawła,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Jasienicy Pawła,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Jastruna Mieczysława,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Jodłowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Kacza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,"ul. Katowicka od 2 do 22, od 46 do ostatniego, od 1 do 15, od 49 do ostatniego",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Kołłątaja Hugona,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Kościuszki Tadeusza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Kolejowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Korczaka Janusza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Kormoranów,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Krakowska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Krokusów,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Księdza Bończyka Norberta,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Księdza Kani Józefa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Kwiatowa od 2 do 4,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Leśmiana Bolesława,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Lompy Józefa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Maków,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Matejki Jana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Miarki Karola,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Mickiewicza Adama,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Mieszka I,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,"ul. Mikołowska od 2 do 40, od 46 do ostatniego, od 1 do ostatniego",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,"ul. Morcinka Gustawa od 4 do ostatniego, od 5 do ostatniego",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Nadbrzeżna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Oświęcimska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Obrzeżna Północna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Obrzeżna Zachodnia,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Partyzantów,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Piastowska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Portowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Powstańców,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Promenada,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Prusa Bolesława,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Przemszy,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Przerwy Tetmajera Kazimierza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Przybosia Juliana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Reymonta Władysława Stanisława,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Robotnicza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Rolna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Rudnickiego Lucjana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Rynek,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Rzeczna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Rzemieślnicza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Słowackiego Juliusza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Słupecka,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Skośna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Sobieskiego Jana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Sosnowiecka,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Stadionowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Staffa Leopolda,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Starokościelna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Stawowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Stokrotek,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Strażacka,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Strumińskiego Olbrychta,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Sułkowskiego Jana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Szabelnia,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Szpitalna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Szymanowskiego Karola,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Towarowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Łączna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Świerczyny,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41400,ul. Świerkowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41403,"Poczta Chełm Śląski, ul. Śląska 68",Chełm Śląski,śląskie,Powiat bieruńsko-lędziński
41404,"Poczta Mysłowice 004, ul. Chrzanowska 1",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,"Skrytki Pocztowe Poczta Mysłowice 004, ul. Chrzanowska 1",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Baczyńskiego Krzysztofa Kamila,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Boczna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Brzezińska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Brzozowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Chrzanowska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Cicha,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Cmentarna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Damrota Konstantego,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Dolna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Dębowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Dworcowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Fabryczna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Graniczna od 2 do 90,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Hetmańskiego Wojciecha,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Hiacyntów,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Hołuja Tadeusza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Iwaszkiewicza Jarosława,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Jaśminowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Jagodowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Jaworowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Kasztanowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Kościelna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Kochanowskiego Jana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Konopnickiej Marii,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Kotarbińskiego Tadeusza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Kownackiej Marii,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Krzywoń Anieli,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Księdza Kudery Jana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Laryska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Leśna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Malinowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Niepodległości,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Nowochrzanowska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Ofiar Września,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Orzeszkowej Elizy,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Piaskowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Pukowca Bronisława,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Różana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Równoległa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Reja Mikołaja,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Sienkiewicza Henryka,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Skałki,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Spokojna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Starowiejska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Szelburg Zarembiny Ewy,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Szkolna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Topolowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41404,ul. Transportowców,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,"Poczta Mysłowice 006, ul. Chopina Fryderyka 26",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,"ul. 28 Stycznia od 2 do 28, od 1 do 19",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,"ul. Armii Krajowej od 2 do 18, od 1 do 27",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,"ul. Bohaterów Getta od 2 do 28, od 1 do 25",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Działkowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Fitelberga Grzegorza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,"ul. Janowska od 30 do ostatniego, od 31 do ostatniego",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,"ul. Katowicka od 24 do 44, od 17 do 47",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Kilińskiego Jana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Kraszewskiego Józefa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,"ul. Kwiatowa od 6 do ostatniego, od 1 do ostatniego",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Mikołowska od 42 do 44,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Moniuszki Stanisława,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,"ul. Morcinka Gustawa od 2 do 2, od 1 do 3",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Nowowiejskiego Feliksa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Okrzei Stefana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Plater Emilii,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Różyckiego Ludomira,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Sowińskiego Józefa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Stalmacha Pawła,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Staszica Stanisława,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41406,ul. Szopena Fryderyka,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41407,"Poczta Imielin, ul. Imielińska 83",Imielin,śląskie,Powiat bieruńsko-lędziński
41407,"Skrytki Pocztowe Poczta Imielin, ul. Imielińska 83",Imielin,śląskie,Powiat bieruńsko-lędziński
41408,Al. Spacerowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,"Poczta Mysłowice 008 (Wesoła), ul. Pocztowa 20",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. 11 Listopada,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. 3 Maja,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Asnyka Adama,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Dygasińskiego Adolfa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Dzierżonia Jana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Gościnna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,"ul. Graniczna od 92 do ostatniego, od 1 do ostatniego",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Harcerzy Śląskich,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Jedności,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Kasprowicza Jana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,"ul. Krasowska od 2 do 48, od 1 do 17",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Kręta,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Kryształowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Krzywa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Makuszyńskiego Kornela,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Morgowska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Murckowska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Norwida Kamila Cypriana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Obrońców Westerplatte,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Ogrodowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Osmańczyka Edmunda,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Piastów Śląskich,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Pocztowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Pogodna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Roździeńskiego Walentego,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Słoneczna,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Sportowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41408,ul. Storczyków,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Akacjowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Batalionów Chłopskich,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Bema Józefa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Białobrzeska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Bożka Arki,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Broniewskiego Władysława,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Chromika Jerzego,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Długa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Długosza Jana,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Dąbrówki,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Dzióbka Adama,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Fików Heleny i Józefa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Gagarina Jurija,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Hutnicza,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Imielińska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Jesionowa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Kościelniaka Franciszka,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Kokota Józefa,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,ul. Kosztowska,Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
41409,"ul. Krasowska od 50 do ostatniego, od 19 do ostatniego",Mysłowice,śląskie,Miasto Mysłowice na prawach powiatu
